wallet,total_tx,avg_age,total_balance,chains_used,tier
0x9fb8017895eb153c3813d3ba12894b578be16ce6,32,411,0.5235,4,Tier 3
0x30c444a2ecacc611ffd2fe96f996be2a4ae57316,31,239,0.5308,3,Tier 3
0xa5e330d3364c6c63945994b7febad170789b93f0,22,400.6,0.5652,2,Tier 3
0x45886a11d166c620fc2280c83323a1efbb2575cd,30,67.4,0.4759,3,Tier 3
0xb973d3188cad967940204b862ac055db2bf12231,17,380,0.5651,3,Tier 3
0x0246057a279e47abe2ac85f3c9903496ef905595,37,211.6,0.5153,3,Tier 3
0x794f33638cc6d8fc0d353f7de6f4d26f699b1c98,39,157.4,0.5454,3,Tier 3
0x600a736b362903cb6cca86d3b9301e5d173b70df,30,239,0.5509,3,Tier 3
0x4ca245c069c361340b96488239483e5daffc6c2d,27,285.4,0.5146,3,Tier 3
0xf6c182332054fba3c530f14383ae7ab3c6116ece,13,65.6,0.5578,1,Tier 3
0xd1e8f150fb36279175c48e57dd80b7f2179ae709,20,239,0.5254,3,Tier 3
0x9194a01e029af944ac6b8662861f5444fcbd3b20,25,333.2,0.5592,3,Tier 3
0xeef392f6a336d287c6120432a76d007e2b163a3a,26,96.6,0.5193,3,Tier 3
0xf21c1748775f796ca655fe48bdc64e664e80e59a,20,217,0.5315,3,Tier 3
0x48f37f3d02486138b0e3d726ec56734d5951c3aa,28,57.2,0.9917,3,Tier 3
0x32b9617c17103b0a583837ba91679bc8750c0b99,34,239,0.5212,3,Tier 3
0xbf51be326ae20dca65b79fb3f5b3d2842397ae98,28,217,0.5449,3,Tier 3
0x702c2f03cba0594dd2ad26297dc48d86a6d23bf7,24,198.2,0.5079,2,Tier 3
0x86ca9329a864c5c4fa41e48d882600076e02b515,31,75.2,0.5066,3,Tier 3
0xcabe743d442854455be5c60ddf9e596ba6f07ee4,20,238.8,0.5083,3,Tier 3
0xe6480b5c87d9b7c4f034b5af219e020afc8d8089,9,96.8,0.0001,4,Tier 3
0x7e624145a25863d0b784b3a5f419fe0b68a7dbad,22,250.2,0.5033,2,Tier 3
0xb5392fa6ebab6c67e26e67066fadce62492c3cc7,23,239,0.5513,3,Tier 3
0xbf945c56c5b96399d1bc0ca6cad4bc6132424273,24,67.2,0.5191,3,Tier 3
0xf005287434821b8a7b0e6f7b35727b7cd68474e0,31,239,0.5417,3,Tier 3
0x2b2069b6d8e09a093982d96a28f79f73435c3415,30,238.8,0.5315,3,Tier 3
0xb9980faff60cd3b1215e845490da8fe75bdc4cd3,14,250.2,0.5844,2,Tier 3
0x9ff0695192724a94687d2d920349fe3575baa069,22,65.6,0.5065,1,Tier 3
0xac687dea69a5c08dbf2648038708ee10dbb65ad5,30,67.2,0.5342,3,Tier 3
0x4d84caeae8acb5d1bb1ade3541d9f8127bf97102,35,337.2,0.5171,4,Tier 3
0xd8cb065c2e3cafbb7cb809926ede3c493601aa5c,30,90,0.4588,4,Tier 3
0x63777d6d29f5581bb3414a3d5cf20c14b6906a6f,29,238.8,0.5277,3,Tier 3
0xdc202738e66419c250b154b0660de2b6d6c71d9f,32,157.4,0.5554,3,Tier 3
0x7e8897189ce30c8d9be5898c7b8fb6e9783801bb,30,67.4,0.5316,3,Tier 3
0x5db784f1a3c903672e4475df622167ec67d8aa09,23,250.2,0.5479,2,Tier 3
0xba283761ed8a8e6abaa6e06c2628ca90110ebbf8,11,201.2,0.0521,4,Tier 3
0xe24d830e0e86662ad91ad27222a86ffd4dda0d97,21,239,0.5513,3,Tier 3
0xe82682f39a5927fa956bde5fcc044204e35f1e3e,11,201.2,0.0501,4,Tier 3
0x363c1341121decfa3bf5aff9c2cdf134612fefa1,25,212.6,0.5128,3,Tier 3
0xe27cf086aaacefedfa68c8d36e471b08006acb30,21,423.4,0.5451,4,Tier 3
0xfbd69339afba209e69c234996450bf6762205af7,35,114,0.4653,3,Tier 3
0xa0682bf5a10787ac9cabac9daefc37b2bdee67d4,10,201.2,0.0501,4,Tier 3
0xa7cf9deb487f29b7783fd84613e0d0d2b636442a,30,75.2,0.5207,3,Tier 3
0x3cf67a0b2c916ffd3e24e9f8741861b016c4d678,11,201.2,0.0501,4,Tier 3
0x82936629b34bbf935cdddb8b44c2461c183934f5,10,201.2,0.0501,4,Tier 3
0x6bc46d3bd8ca3a712e23035e1a5125452b34ad0f,34,231.2,0.5349,3,Tier 3
0xd76a85b0ab38fd1545a13ae34b501c45f9a32be9,14,65.6,0.5191,1,Tier 3
0xe07e920094ab74910c7d24f7326782634cf81deb,20,238.8,0.5625,3,Tier 3
0x4173c508e15a1b818ea3b79fad9fa098f52c523a,41,217,0.5372,3,Tier 3
0x634e14161ddc1e0a21db1cb6abd9e22121f88267,10,201,0.0001,4,Tier 3
0x3abc332d9dc816193dbd250dfaa8f4498f4bb81f,30,75,0.5314,3,Tier 3
0xdc1610f23103806bb2c2e94d1dd13a33aeb817d4,9,291.4,0.0001,4,Tier 3
0x692597ce60ae2a2abd7ed20aa7151081754314a6,23,114.2,0.5121,1,Tier 3
0x03f5e62bc2712740679bb8d7b6bf163c21471bed,10,291.6,0.0001,4,Tier 3
0xc4db130ef2e19c0c90c958f04b94abf9d24d836b,24,171.6,0.5289,3,Tier 3
0xa76cdfeaa79c24bc9bda2a2eefa9a4d53f3836f9,10,201,0.0001,4,Tier 3
0x17f39a553e161745826970d79cede46b16c8935e,36,363.8,0.5368,4,Tier 3
0x9389017110b128bf88c9aa9b205e69dad056695f,34,203.6,0.5806,2,Tier 3
0x4edaaf6741508da2472cfe106548f626be65a859,26,83.8,0.5226,2,Tier 3
0x22f05cf88b3346cb2897aca4ee0146bde0749a95,11,201,0.0001,4,Tier 3
0xa294ce0b0b083574e0b7797212e61b25bb60fb3e,23,65.6,0.5706,1,Tier 3
0x9fb0bf1bffb501b1993eca3b888235e19cbf83c9,10,201,0.0001,4,Tier 3
0x1970dbb6287f53039b1d5e2e0a3192cf4e3aeb8b,10,201,0.0001,4,Tier 3
0x379c6c0a8f5c2be1cd2cb225b094d5646efc9f1d,31,363.4,0.577,3,Tier 3
0xe5fd1207b8d1874542a73c9096bc75d4e5baa8ef,23,423.6,0.5106,4,Tier 3
0xf1843272cab705599cd427424de05c0530082633,18,83.8,0.5216,2,Tier 3
0xc067637b4e24a93700df794a86b0abfeec76d71e,10,201,0.0001,4,Tier 3
0x4cc7d95664ff8f7a1b7b5b4ea4d51666b3385919,30,238.8,0.5698,3,Tier 3
0x901fe9690b30af943b7619fcc39ecf33daa105f6,38,144,0.5338,2,Tier 3
0x0cc2a2dc0cdb48cb61188aed737fcde923b69e3c,8,201,0.0001,4,Tier 3
0x022789e3ec10329b8fe5b56b42905febcdf4b5aa,11,201,0.0001,4,Tier 3
0xfded2066c0d5df3e3f47fee3cda9dc0218a88259,20,378.8,0.5742,3,Tier 3
0xa6e8b5e8ef8031dd6f115ab8632026627bae67ff,9,201,0.0001,4,Tier 3
0x01aec8c1d9186e574ab6ed813b16412be10dadc6,36,83.8,0.6198,2,Tier 3
0xeddf3480820e321cb92a77af7b1e0644ec0afb6d,24,179.4,0.5364,3,Tier 3
0x1c01724a33cb1773a0403b32790ba05bb32cbd68,11,201,0.0001,4,Tier 3
0xc69aecca39682ad7ecb4b5913d90d16710054001,25,337,0.5414,4,Tier 3
0x42b3d2d7e4fbb9866de8af6c966dde53e4fb9aad,38,401.6,0.5407,4,Tier 3
0x008cf81862c61facc0bfe6f67e4feaa164cf897d,22,364.6,0.6798,3,Tier 3
0x8b537e871cc53c95b2f42de99ae8367ba5a033bd,13,201,0.0001,4,Tier 3
0x7f421e6c5ed9974b77f64259f4bc484d55a45991,12,201,0.0001,4,Tier 3
0xfcd57fb4413d6ff027d5b9424e3d2805b90e2c0b,19,83.8,0.5248,2,Tier 3
0xa8c972f24fd6d6974bc2f586915d50b7d087c489,13,201,0.0001,4,Tier 3
0x214b74012f1e090a0db65be968c06157b62f5523,28,239,0.5254,3,Tier 3
0xb748f446b4a023c84a3aab01535d11008c845537,13,434.4,0.5403,2,Tier 3
0x58f9bd1103fdbae198aab05e5921b0e7d6d68ea6,38,89.8,0.5371,3,Tier 3
0xa9c7e72cb0fdf2ebc5d2f02429cb1c902889d8ca,11,201,0.0001,4,Tier 3
0x23ac65689324fb75c788f4642b6c42575c8c28ab,29,239,0.5373,3,Tier 3
0x6f7d0195012d70f723fda8a63ff16462dbde5241,14,201,0.7678,4,Tier 3
0xcbfe3a4521f5775b6a21ec1fe7518ed4354ca3d2,17,136.8,0.5396,2,Tier 3
0xd96fd708389239b3ee97602f9965b1cbb8897e97,19,83.8,0.531,2,Tier 3
0x40f6b7f249f3a9408269350f79a84b544fd62562,10,262.4,0.0001,4,Tier 3
0x285733a1fe0c231a97fb2c6f663f918b2655247d,8,151.8,0.0001,3,Tier 3
0xef855f229031a6f5fdbab47db3f48a731ac17d29,26,423.6,0.5378,4,Tier 3
0x77b9cb7dfac55558f71689b1f37a2816110757a9,30,423.4,0.5362,4,Tier 3
0x2234a7e32b851384447d4b9e0e9e5655253a4fcb,10,90.4,0.0001,3,Tier 3
0x2ec6460b15b5bfd033fe24a6b2e18466c83a00ff,34,217,0.5399,3,Tier 3
0xb7ac8bd4497f7b0e769cc54fd199640cae07b2b1,18,83.8,0.513,2,Tier 3
0x84f394b80c14bb319bcf01433e40c860f86d88fd,24,434.4,0.5985,2,Tier 3
0xf15b4a4a892ca6487b5aef565a3d84ebe1ac18f4,10,201,0.0001,4,Tier 3
0x501a6610a93395a17b1bb83a20f8b155a49a352a,12,201,0.0001,4,Tier 3
0xca8c1c0f5231efa4c115a7e732c84e3ac0e65e39,15,434.4,0.5917,2,Tier 3
0x4bb917a22285bd6755a16fab65c77a5e72ba7e97,10,201,0.0001,4,Tier 3
0xfbda101d1ef33917353cd36343b110c6eb4ab4b5,11,201,0,4,Tier 3
0x35e539ab4847d4b072ad89c36abd9614465ffdf5,27,83.8,0.5163,2,Tier 3
0xb0dbee56c135c2ce0b90d177fbc591aa2133a50d,32,216.8,0.5638,3,Tier 3
0x83598ae8415e7c633e9a398f404ba1a8faf8aa39,11,201,0,4,Tier 3
0xe91dbe69bf584094fafba8857ff3db27200426fb,12,201,0,4,Tier 3
0x14d5d69bd5828967d0bcca27455acd40110b8f4f,23,434.6,0.5387,2,Tier 3
0xc82c57239fc4bb6d9282f2e95aae478538ec9067,24,179.4,0.5694,3,Tier 3
0x5417f8d4788788371350e56237b5540291596087,31,217.8,0.5384,3,Tier 3
0xc0f85d6d5da159c735c3e5fd7a5b009873b3e0ff,10,201,0,4,Tier 3
0x1f4993be97990ada45611b0cf60b1506043e284a,28,83.8,0.555,2,Tier 3
0x813d20390c280cf5fac7258d88f62f26b6f977cb,24,617.4,0.5258,3,Tier 3
0x68017eb191b04543d715610c1280de8ce2a8822e,33,216.6,0.5371,3,Tier 3
0xf465683db9ed661013269e358f69418d4c27a608,10,201,0,4,Tier 3
0x846fb1ee24e05dfe94cb5aeb521f64fdb443d1ff,9,201,0,4,Tier 3
0xe526d88e07dc557e4be7e9f1d46910925daba55d,20,239,0.5414,3,Tier 3
0xc0d95f8c8c84f96808f0d6426030b330dc3445f2,10,201,0,4,Tier 3
0xee7a38413f910a15e02cccc4f5259e25be02803a,18,83.8,0.5201,2,Tier 3
0xef3630a3868e9861be0370badb15c57cd12ad857,5,201,0,4,Tier 3
0x3d9c1c4626bd6def5324d1f5526a76c6f2249d6e,26,65.6,0.5252,1,Tier 3
0x9f061158da52490d177f8547ef6e00f590af121c,39,393.8,0.5428,4,Tier 3
0x9eb17032284bfd5fb405fc25382c22c1c336d1b3,7,201,0,4,Tier 3
0xf84329bb87d5de7434225208a19fbca4d7b0fa29,23,238.8,0.5679,3,Tier 3
0x82a4ae043e5320647126bed23e43fede17e097e8,25,373.8,0.5246,3,Tier 3
0xeeec01ed709ec17d9cbb4c4f687291da542b97ac,10,201,0,4,Tier 3
0x14c2dd59b3cc7bc52e194d828fb2b715ce080d77,32,239,0.5367,3,Tier 3
0x2536bef3d9689b9a937dbecb573cdb0931394d59,27,268.4,0.5378,3,Tier 3
0x9f91ce2237ad96bef43c9dee66acb607f593e977,10,201,0,4,Tier 3
0xc8994bd39b00e9eb6724661f05f6f925106081a7,8,201,0,4,Tier 3
0xc4e2f27bf729a70297ea31d57db462cb271fc138,30,217,0.5374,3,Tier 3
0xd3fa743bee879417de141d9956e59194a7863c75,21,238.8,0.5286,3,Tier 3
0x417fc1759843adb3cb9c3aa574139eb97aa566ff,9,201,0,4,Tier 3
0x03507bf0bab412078648364e2658d9e319cf0e2d,31,563.4,0.6248,4,Tier 3
0xe523cd5b6369947f0c1e5282af62cf69dbd7d4c7,27,136.2,0.5372,3,Tier 3
0x6dcb637fa9a725e8710fa47b16d3fd3f10b6c252,322,251,0.78,4,Tier 3
0x3d5338de1a99aa53cf049c9d19ef507b17b495eb,8,271,0,4,Tier 3
0xd713f71564cc841ae80cd1bfbd71f5eeb30d4c78,18,83.8,0.539,2,Tier 3
0x60ae5c8d06ea1bbe7ee32ab57ea6db1620535a00,14,164,0.9927,4,Tier 3
0xf4ddbe0b791ab32a79ebb89f8cad91c0ffab8fce,14,136.8,0.5309,2,Tier 3
0xaca3961ee89011cdd8327905ec97190e28d93c57,8,271,0,4,Tier 3
0xb4cb50a99d30b221f97ad8d3c0d3c5b575a0f65c,7,166.2,0,3,Tier 3
0x6cf8f29b9fdb55dc75362d91886840fd706cc0b6,28,423.4,0.5352,4,Tier 3
0x4197c5e5b4e093ea6c3cdc71405b8deb6129fb09,32,209.2,0.5494,3,Tier 3
0xfc459bb2ef908380476262e27c63c15be8011a34,8,201,0,4,Tier 3
0x27c30a6245289282e016e96bde223518eac755b6,32,179.4,0.5681,3,Tier 3
0x1281905c6c066f7f69a3da20c9ebf7a6fb1f1f76,27,83.8,0.5078,2,Tier 3
0x4e5a77762f3491770f467724ba0b3874f6e103fa,8,201,0,4,Tier 3
0xd92ced3f1ea072bc5c845a52c42da5db4e4aac54,10,201,0,4,Tier 3
0x707a1d37776cb418fac5a72eafd991308aadb99f,23,180,0.5249,2,Tier 3
0x9915d0ed1851d829b8bc3d0b9911424777d7feb4,31,238.8,0.5413,3,Tier 3
0xa1e6cb15e5a154d3c3a7a1c7da85a9a5a8613e60,33,216.8,0.5538,3,Tier 3
0x1c7903abb1557a11e7721f1994a33304c80b1487,8,201,0,4,Tier 3
0xaa0d064b02412d5420ad4fef76ca1260f57942af,36,179,0.5398,3,Tier 3
0x0ce893ffda566f8ce04f53e21902f207e9b2cc93,27,83.8,0.5121,2,Tier 3
0x48691eff53f1d0980630b83715ec94d4f66b6f86,10,201,0,4,Tier 3
0x78834aa6a93ef6f99e472e304238278e0fbf7643,13,194.8,0.0022,3,Tier 3
0x03aae13bd502b9c048d9abbed9cfd8b3c22b2269,29,61.4,0.6295,1,Tier 3
0x045fa60628680741673b0a285d7bf1388dac8c78,9,201,0,4,Tier 3
0xf576d83cf248bb4d102d95a681873f189c64e3b9,9,201,0,4,Tier 3
0x34ae9eb06aabb96df3b28e04a6debb2c874772b6,31,238.8,0.5673,3,Tier 3
0x4f9fa1f36665ada67ac267bb17b9856d786cade2,36,75,0.5681,3,Tier 3
0x2e4a0f116163464100cbad54811357b15c249370,25,83.8,0.5086,2,Tier 3
0x5cfaf1380b05205c1f9a8f93e1c5639052ca9813,8,201,0,4,Tier 3
0xb1e1b8365e026960fcb22397cec7fad4403af2a1,28,179.4,0.5371,3,Tier 3
0x0634275f3716f8b998762f1418ec3aea79298afd,9,201,0,4,Tier 3
0x7cf8db30152ef89ea32bd212e9e1acc1e92babc4,23,381.8,0.5351,2,Tier 3
0x5f0093bc2fd3cd1c930fd6d776830b6ef8949fae,10,201,0,4,Tier 3
0x6e29e545fbb04305e65a72685ac641fb45aaaa4a,26,238.2,0.5321,3,Tier 3
0x7dd077e70d5c9e7a0713d2780574b1e1db189240,5,201,0,4,Tier 3
0x4e0029ccda8a37a7dbbd30a97aeccc5129126ce9,29,279.6,0.5375,4,Tier 3
0x59721117bcb6d02aa49b2d8a10f70b0a2dd4f3ea,21,98.6,0.5087,2,Tier 3
0xc87eb8d6d3d484f1703022e848fc6a970ddd8e58,22,423.6,0.5356,4,Tier 3
0x3118ceb8cda27b052171c6610aa1c837fc684481,30,216.8,0.5539,3,Tier 3
0x2c1c88be4e0a305febfbbe5f4101c9ff0fcb8b8d,9,201,0,4,Tier 3
0x7535776fd0643c5b8de50fc8fe827874ebfe2fe0,9,201,0,4,Tier 3
0x99d5bc905f85d90dc271b72659b42b963d733b6c,8,271,0,4,Tier 3
0x61f882457101a6de19dce14a557dec421ad1bdf0,23,136.8,0.5563,2,Tier 3
0x418c7606e17afaf2601101baef3227c6a1b3c308,19,98.6,0.556,2,Tier 3
0xfd8802accbfdaa75d5a0e60128073c0e1e7e7847,25,152.4,0.5348,3,Tier 3
0x216469b4c2360ab76ac2d1914171eee50e89b38a,7,201,0,4,Tier 3
0x970f4590ff983255f4a2a171d82b3531f9be530e,31,239,0.5355,3,Tier 3
0x360d64f2edcb77624b18af2b51f7cc86ff95f35a,9,201,0,4,Tier 3
0x58fd10fe0c9f731c705296f23b0090ebaad08d4a,36,217,0.543,3,Tier 3
0x4d83a90973b47552a158e63a8b120ef9501ff2d7,21,250.2,0.5406,2,Tier 3
0x3c8c295f95ffe904221eb0d86ddb1a4a1c5161fb,9,201,0,4,Tier 3
0xb3aaf090848950c873e5f9904127056e6715bd33,7,201,0,4,Tier 3
0xaa738e1276fd210c4f24053379736b0b5c7a2313,19,98.6,0.5643,2,Tier 3
0xdfec27cb958e66b6088302fe0d586a4c5a0db083,18,238.8,0.5342,3,Tier 3
0x6daa4a8c428dfbc79fa5f6a232ce2403ed8c29d0,7,201,0,4,Tier 3
0xa2fa6cd1a8c7af71572f884a8764124879e54286,32,231.2,0.5361,3,Tier 3
0x63c14f7022cf4ba9eada32ba6737949302c24131,138,13.6,0.4008,4,Tier 3
0x18332dacce9feb128f46f964704876f2b9cd2c8e,6,201,0,4,Tier 3
0x22c9d081001306c83936ac7ce09f4d35196d919e,28,289.6,0.5504,3,Tier 3
0xdd7d89523e66564549a74675225c52556fbc28da,6,201,0,4,Tier 3
0xc6a0f0ba69e905b7e0cef51112273eade87cd9c5,228,127,0.0001,4,Tier 3
0xaee5229a884088fea0d2a904b9153259b0dbe760,12,66.4,0.5663,1,Tier 3
0x2eac06a4705fb51dad932a04f0d27eef303daf82,5,303.6,0,4,Tier 3
0xf7e9f8485bf8da2448036e19a7ba6bf689e992ce,16,378.8,0.5431,3,Tier 3
0x72318a5c77510611fb663d4275e22d0f13ff02a7,30,238.8,0.5412,3,Tier 3
0xea6190f9654f2c54d9dbaf18746b6fea0ee06e1f,22,217,0.5484,3,Tier 3
0x27ada9ad5eefdb5d92c22151bd8d0f533673e329,6,201,0,4,Tier 3
0xbe5de210f3fd29475bee86a5be12fccb7a52e1da,23,239,0.5729,3,Tier 3
0xaa4fd5ee48093f57a9b08ddf17466c45753139cb,4,201,0,4,Tier 3
0xd7df5a6e622107c013507ff3d38b5fa8651c7783,5,309,0,4,Tier 3
0xbec0cbb2293050c542c88b68c8ea14628eb74cec,11,98.6,0.584,2,Tier 3
0xe29d1b15968ff0bc1c8a25e78d9caf0c9fcf142e,152,115.4,1.0023,4,Tier 3
0x8371edb57b0017341a6641cabf044c3104f1c04e,26,179.6,0.5363,2,Tier 3
0xdc4aa4d7372a86f103c531d8c556387d82959663,19,238.8,0.574,3,Tier 3
0xf722db3450456cac69fc9ee4effdb65530148731,8,201,0,4,Tier 3
0x39b76af9a47bc4f30fb938ee2a96232b1ff7bf0d,31,423.6,0.5456,4,Tier 3
0xbb700f6500233c640ffc2e6c2bcc168ac1a7d050,8,201,0,4,Tier 3
0x7fff0f80431dfccccb73dd7e72a135179d61c4df,25,243,0.546,2,Tier 3
0x6367ee093803063a98341337d337d25d1eb93b41,9,201,0,4,Tier 3
0xef2fc09f0236d828b981739c298f4d41a01b38c3,22,217,0.5375,3,Tier 3
0x34e332633dbec49acd45fa7b1293aab319956dae,20,98.6,0.5423,2,Tier 3
0x60f88bd09a63f3eef22dca2dd6f0ab659230efa1,8,166.2,0,3,Tier 3
0x80816c6291534ed6a217258fdecde6b6a93c6a78,31,423.4,0.5458,4,Tier 3
0x2f3747e458ab951f70e2496b9ea3a2df00ba3ea9,9,201,0,4,Tier 3
0xe83baf5c9b9f35b918d71d090677a920664240fb,24,239,0.5406,3,Tier 3
0x700c1d6b13c4235593b086e3602663ead545f9fe,9,201,0,4,Tier 3
0x2d8f87042639ce3b074d35e76d8a922716376105,22,381.8,0.5452,2,Tier 3
0x501499158f3377bdf5acff7839d5c306327e3827,7,201,0,4,Tier 3
0x7d9f4aa2466a27c03a107aa1d7d980cdfe705bdd,31,156.2,0.5403,3,Tier 3
0xc6ffe9a8b578844c62931fa73a97710e479370a3,15,111.6,0.5566,3,Tier 3
0x120e6183069305ff1140c2d032eac16441f40861,8,201,0,4,Tier 3
0xc7ef67ad908e0af81039d7c39b620e923a6c7153,25,231,0.7837,3,Tier 3
0x2b042305335f5795630ac4ce4b3795be1cd6f7af,22,615,0.5474,3,Tier 3
0x8466ce63935549f413fe7295980a48a6c1a1cd04,8,201,0,4,Tier 3
0x8332a72febc70abb160bb86b10813b27f697d98d,30,239,0.5422,3,Tier 3
0xf24cc544dbee19581a51036232ef6d5dc1155f95,169,87.4,0.0001,4,Tier 3
0xb69f8a620fc5bce334f81f3e1876497561f3e728,6,201,0,4,Tier 3
0xd076eed28caed23705aa91e71f0b6f45668796c9,17,98.6,0.5418,2,Tier 3
0x7647d8b0d75496f30cf38d85c45cef53646e66ba,5,201,0,4,Tier 3
0x58f7b2de5a748cf4fdfe755867f95ed255a3bd38,37,334.6,0.5602,4,Tier 3
0x8e7b7dbf02fd4dbca9c919960a03fc193183100d,8,201,0,4,Tier 3
0x2dc09e1317a1dd52c8cb5fbf581ba80f3b7b0dd1,35,238.8,0.5437,3,Tier 3
0x1e272e7a06a590204600a578193b357aa84f7783,24,359.8,0.538,3,Tier 3
0x94afd8116aacfa24a8fb99c970b5709c2f77ff16,8,201,0,4,Tier 3
0x9be4759c85969ae6576fc0d84f909344bf6ec110,32,239,0.5772,3,Tier 3
0xc3591507fa2ee6980541df2b4f14855eff0e760d,8,201,0,4,Tier 3
0xa27657d40ad093576b1765729f2daa9aa7cb75d4,20,98.6,0.5789,2,Tier 3
0xd7f94349d98c88cf25147525d0f5504b2913e3fc,14,276.2,0.5533,2,Tier 3
0xdecb12c3fd740c6f7cfe9bc1aa0cc65e27cedcaf,7,90.4,0,3,Tier 3
0x42a1173e1994658c463d0e79cabb4ea356669467,33,401.4,0.5459,4,Tier 3
0xb6163a35186552e4d080ea7d20de588ff79c1446,7,90.4,0,3,Tier 3
0xb9bdf91c5db07312fdf9d2f255f437b17c00223f,25,238.8,0.531,3,Tier 3
0x7291e0c8e71461d5a6002a2a7733558033f3b99e,24,217.4,0.8093,3,Tier 3
0x46bc12ed36e9eca4f8abc389e21bdd63b91d40fb,7,90.4,0,3,Tier 3
0xa2ac2eef1ea5a9eecf26a2612b85f5771deb7d70,23,283.2,0.6094,3,Tier 3
0xda1e4564b67326e18585e7691991b58617856338,7,90.4,0,3,Tier 3
0x20fdbff61711c392c6c34ca4602988ae7757ebf6,27,153.2,0.5439,2,Tier 3
0x91eefc004b7816807e6763e1e80234fa1034d301,6,90.4,0,3,Tier 3
0x1e0bfdea4f572d68065b5f8696f38fdc640ba7f1,32,401.4,0.5413,4,Tier 3
0x00a3c8788507113b84f2b6f1bc694b9e7afe6409,7,90.4,0,3,Tier 3
0x478fd81b98f0ee14fd7ccddcaf33d50b97f02f5a,31,238.8,0.5686,3,Tier 3
0x7ad62cc3869712bfab081d2d2168f81664734c16,22,373.8,0.5431,3,Tier 3
0x99603cadb1f51b0897067851307428a4960e07df,33,411,0.5696,4,Tier 3
0xbb97fbddd141466682bd3e60eb7e51f1bbc1df09,7,90.4,0,3,Tier 3
0xd4ae647cff5500c7c1447dde84981f39366dee44,16,283.2,0.5601,3,Tier 3
0xb7690cf3150ed025a57f78d12385e7efa7610f05,3,90.4,0,3,Tier 3
0x81e3ca3d090b4ee1cf99cca923c9131a73fdbec3,7,90.4,0,3,Tier 3
0x96200ea5a892899c323c694a4dada06bf1c574f9,31,179.2,0.5824,3,Tier 3
0x057f7637755df581739d1750b9a7f3465a42effc,7,90.4,0,3,Tier 3
0x2d73e543c996a9cb37b6284dc3e03ba5ea7bedc7,32,238.8,0.5423,3,Tier 3
0xcd77dcd5288f3efdf4e8d7f83d8ecb2fe7355fc6,12,65.6,0.5497,1,Tier 3
0xf09d045aace86f31237db45ba734cd429ea88785,20,179.4,0.5362,3,Tier 3
0x67cd01dcd373ca9b2073749deadda834cb0d8514,23,98.6,0.5931,2,Tier 3
0x02a5c26c97c68dcd3a71550de891b09bc35a2aa0,7,90.4,0,3,Tier 3
0x3a802dd7b2c34820489f50e58d5bbd6a28e8df75,7,90.4,0,3,Tier 3
0x76e476ecf0d5b34d2c26684358f31baf32524f4e,9,90.4,0,3,Tier 3
0xa487d197f4d80f7c6a6f7afb0442c6fda232dcfb,21,298.8,0.7383,2,Tier 3
0xde05c333abf93217b33146e081ae778d0ca2a81f,26,238.8,0.5871,3,Tier 3
0xdae8f7271f840c2c2213f787e9b8c483ff178e7b,9,90.4,0,3,Tier 3
0xea177e939516a0b0efdb1f38525a8ecb52f2c133,31,301.8,0.5751,3,Tier 3
0xc00a1a9d2c603fd620b56507a4d5a0c4aeaf3534,24,239,0.5672,3,Tier 3
0x1361983d0e2a71b4d291240c8a50fd915885909e,20,98.6,0.5908,2,Tier 3
0xffc012fe6421aca089441fca0d427f793d371516,7,90.4,0,3,Tier 3
0x1e8ec065e988aa90870c9b926fa17da0ab45ebc6,45,90.4,0.0185,3,Tier 3
0xf7354dc978769777fcceb5047cb242933f43feb4,21,55.6,0.0185,2,Tier 3
0x1a0f5e4034357103a8043e364f615ca3aaa3a794,29,165.8,0.6026,2,Tier 3
0xd0d9053b3b6028346ad124b30cabd8f8be84a8b0,11,98.6,0.581,2,Tier 3
0x4a165df8d9db0929cca894d7efff8c68c7e483cd,21,55.6,0.0185,2,Tier 3
0xc3a3a08f7a2346bc67cdc007af632d2aea833bce,28,337.2,0.5801,4,Tier 3
0x5cb253591286a4f2f18da5496beda7392a6ed73b,34,216.8,0.5483,3,Tier 3
0x35c8d6a199e0828e576000fc6e2163aee25ac478,20,114.2,0.5384,1,Tier 3
0xea11b1acb2ec1ff36a7d5598d454dee24ffc25a7,21,55.6,0.0185,2,Tier 3
0xd10af357b75d72191ceb8ea49748b9e05bf66961,20,55.6,0.0182,2,Tier 3
0x089d0f371accbfba41c5fb3df87abd597e167000,29,65.6,0.6468,1,Tier 3
0x472fc21ba2ca18266256341b4058184c67cde69f,21,55.6,0.0183,2,Tier 3
0x58bcf43d0f20db54bc3da0d4c405fe407ec29b9d,33,238.8,0.5925,3,Tier 3
0x5d6edc8585b076514db3d88c6218bcfc5d17cc30,22,98.6,0.5791,2,Tier 3
0x91bfc2bba9403265379c729676ba2ef3f8bc88fe,20,158,0.0183,2,Tier 3
0x17df77f8cd0635c7bc9b132b1844a742a200def6,32,416.4,0.5827,4,Tier 3
0x94edfcb9c00acb13b1fb3360478da19672ab2d3a,21,55.6,0.0183,2,Tier 3
0xf3f73dcee7c94b4622e789a67d0b875355401630,21,55.6,0.0183,2,Tier 3
0x5e386bfd9b4e0fe9bf6dc6b7a00f475e8b96cb57,23,436.4,0.5521,2,Tier 3
0x44604a78d5f9734992acbed00724566623687f1a,147,49.8,2.7446,4,Tier 2
0xe811725e6eec8d71853db35a0aab9ceac3f60864,27,217,0.5775,3,Tier 3
